National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Type	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry/Revocation Date	Subsidiary Company	Parent Company	E-PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	
Bulgaria	100-Holding Account	Balkanpharma Dupnitsa AD 	110	819364374	open	Account holder	Balkanpharma Dupnitsa AD	str.Samokovsko chosse,3		2600	Dupnitza	Bulgaria	110	Balkanpharma Dupnitsa AD-Otoplitelna Tsentrala	BG-P3	2008-11-30					str.Samokovsko chosse,3		2600	Dupnitza	BG			20-Combustion of fuels	Vasil Petrov	ul. 'Samokovsko shose' 3		2600	Dupnica	BG						5124	6070	6070	6187	5601	5332	4671	5332	4922	5560	5406	5237	5282	5146	5732	5054	6042	4961		4867		4772		4676		4579		
Bulgaria	100-Holding Account	ELMAZ  Ltd 	111	820145242	closed	Account holder	ELMAZ  Ltd	Bahovitza		5567	Bahovitza	Bulgaria	111	ELMAZ  Ltd	BG-P124	2008-11-30	2013-07-31				Bahovitza		5567	Bahovitza	BG			8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain												2497	2094	2094	2545	564	2194	78	2194	44	2287	0																	
Bulgaria	100-Holding Account	LUKOIL Neftochim Bourgas AD 	112	812114069	open	Account holder	LUKOIL Neftochim Bourgas AD	Burgas		8104	Burgas	Bulgaria	112	LUKOIL Neftochim Bourgas AD	BG-P38	2008-11-30					Burgas		8104	Burgas	BG			21-Refining of mineral oil												2720388	2490239	2490239	2772968	1154441	2389763	1080952	2389785	2219299	2491637	1081498	1258839	1140474	1236974	1024860	1214851	1232026	1192499		1169906		1147093		1123995		1100817		
Bulgaria	100-Holding Account	Toplofikacia Shumen EAD 	113	127029454	open	Account holder	Toplofikacia Shumen EAD	str.Saedinenie,62A		9700	Chumen	Bulgaria	113	TEC-Shumen	BG-P18	2008-11-30					Industrialna zona		9700	Chumen	BG			20-Combustion of fuels												16786	12522	12522	20123	12918	17342	10402	17342	7696	18081	0	0	0	0	0	0	0	0		0		0		0		0		
Bulgaria	100-Holding Account	Keramengeneering AD KZ Dragovishtica 	114	121038813	open	Account holder	Keramengeneering AD KZ Dragovishtica	str.Porto Lagos,1		1463	Sofia	Bulgaria	114	Keramichen Zavod Dragovishtica  Keramengeneering	BG-P51	2008-11-30					Kustendil		2564	Dragovishtica	BG			32-Manufacture of ceramics	Angel Angelov	19ti Fevruari Str #7		2500	Kustendil	BG						7685	6139	6139	7834	2632	6751	1123	6751	1486	7039	1030	1669	999	1640	857	1611	0	0		0		0		0		0		
Bulgaria	100-Holding Account	Intertrust  Holding EAD 	115	831592561	open	Account holder	Intertrust  Holding EAD	str.Nikola Vaptzarov,53A		1407	Sofia	Bulgaria	115	Intertrust  holding EAD  - Lead &amp; zinc complex	BG-P113	2008-11-30	2014-08-07				bul.Bulgaria,127		6600	Kardjali	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC												21637	20955	21016	22055	20402	19007	20158	19008	18226	19818	Not Reported		0		Not Reported		Not Reported											
Bulgaria	100-Holding Account	PROMET STEEL ЕAD 	116	130919989	open	Account holder	PROMET STEEL ЕAD	Administrativna sdrada 'Promet Stiil' EAD		8314	v. Debelt	Bulgaria	116	PROMET STEEL AD	BG-P116	2008-11-30					Burgas,B.P.653		8100	Burgas	BG			25-Production or processing of ferrous metals	Biserka Grozdeva											32332	38456	38456	39199	21888	33782	20840	33783	28818	35222	18456	33670	27056	33084	24656	32492	24257	31895		31291		30680		30063		29443		
Bulgaria	100-Holding Account	HARMANLIJSKA KERAMIKA AD 	117	836145009	closed	Account holder	HARMANLIJSKA KERAMIKA AD	str.3 Mart,14		6450	Harmanli	Bulgaria	117	HARMANLIJSKA KERAMIKA AD	BG-P14	2008-11-30	2012-03-09				str.3 Mart,14		6450	Harmanli	BG			8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Nikolaj Penev	Dianabad5,en.B,et.7		1172	Sofia	BG						6959	5619	5619	7094	231	6113	0	6113	0	0																		
Bulgaria	100-Holding Account	'REMOTEX M' OOD 	118	203208745	open	Account holder	'REMOTEX M' OOD	bul. 'D-r G. M. Dimitrov' 57		1756	Sofia	Bulgaria	118	REMOTEX	BG-P137	2008-11-30					str.Zavodska,1		3260	Radnevo	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC	Moni Katarivas	ul. 'Shesti septemvri' 1, et. 2		1000	Sofia	BG						1655	1846	1846	1882	1254	1622	636	1622	476	1691	381	651	85	639	0	342	0	336		330		323		316		310		
Bulgaria	100-Holding Account	Mizia&amp;Termoblok 	119	104505200	closed	Account holder	Mizia&amp;Termoblok	Vassil Levski 15,et.10		5000	Veliko Tarnovo	Bulgaria	119	Mizia&amp;Termoblok	BG-P151	2008-11-30	2012-02-29				Vassil Levski 15,et.10		5000	Veliko Tarnovo	BG			8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Stoyan Shopov	Vassil Levski 15,et.10		5000	Veliko Tarnovo	BG						22709	5282	5282	23148	0	19949	827	19949	0	0																		
Bulgaria	100-Holding Account	Ivan Atanasov Chervenivanov 	120	115810178	closed	Account holder	Ivan Atanasov Chervenivanov	str.Baikal,15		4360	Bania	Bulgaria	120	Oranjeriya Banya	BG-P126	2008-11-30	2013-10-31				Oranjerien komplex		4360	Bania	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC	Ivan Chervenivanov	str.Baikal,15		4360	Bania	BG						3287	1116	1116	3351	61	2888	84	2888	0	0	Not Reported																	
Bulgaria	100-Holding Account	Bulkom plus LTD 	121	115244560	closed	Account holder	Bulkom plus LTD	str.Kniaz Bogoridi ,8		4000	Plovdiv	Bulgaria	121	Orangeriya Banya	BG-P125	2008-11-30	2013-12-09				Oranjerien komplex		4360	Bania	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC	Hristo Danov	str.Nikola Alvadjiev,12		4000	Plovdiv	BG						5922	3936	3936	6036	80	5202	219	5202	0	0	Not Reported		Not Reported		Not Reported													
Bulgaria	100-Holding Account	TRUD Jsc 	122	117000591	open	Account holder	TRUD Jsc	str.Tutrakan,19		7003	Russe	Bulgaria	122	TRUD Jsc	BG-P22	2008-11-30					str.Tutrakan,19		7003	Russe	BG			32-Manufacture of ceramics	Христо Кремаков	бул. 'Тутракан' № 19		7003	Русе	BG						4509	4314	4314	4596	3977	3961	4088	3961	4365	4130	4771	4369	3361	4293	3131	4216	2618	2088		2048		2007		1968		1927		
Bulgaria	100-Holding Account	Keramichna kashta Straldja EOOD 	123	838189431	open	Account holder	Keramichna kashta Straldja EOOD	Industrialna zona		8680	Straldja	Bulgaria	123	Keramichna kashta Straldja EOOD	BG-P64	2008-11-30					Industrialna zona		8680	Straldja	BG			32-Manufacture of ceramics	Doroteya Teneva	Industrialna zona		8680	Straldja	BG						7758	6534	6534	7908	6351	6815	7205	6815	4765	7106	4143	5925	3684	2911	3406	2859	2161	2807		2753		2700		2645		2591		
Bulgaria	100-Holding Account	Darvoobrabotbane - VT AD- Veliko Tarnovo 	124	814248907	closed	Account holder	Darvoobrabotbane - VT AD- Veliko Tarnovo	q.Cholakovtzi		5000	Veliko Tarnovo	Bulgaria	124	Darvoobrabotbane - VT  AD	BG-P97	2008-11-30	2012-05-08				q.Cholakovtzi		5000	Veliko Tarnovo	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC	Dilyan Dimitrov	str.Dimitar Blagoev ,9en.A,et.1		5000	Veliko Tarnovo	BG						0		0		Not Reported		Not Reported	0	Not Reported																			
Bulgaria	100-Holding Account	KERAM INVEST AD 	125	119089117	open	Account holder	KERAM INVEST AD	str.Samuilovsko chosse		8800	Sliven	Bulgaria	125	KERAM INVEST AD-Sliven	BG-P9	2008-11-30					str.Samuilovsko chosse		8800	Sliven	BG			32-Manufacture of ceramics	VENTSESLAV VARBANOV	str.Samuilovsko chosse		8800	Sliven	BG						23614	19864	19864	24070	5890	20744	5642	20744	4460	21628	9903	12648	10140	12427	10448	12205	6958	11981		11754		11525		11293		11060		
Bulgaria	100-Holding Account	VMZ  EAD Sopot-Sopot 	126	129007111	open	Account holder	VMZ  EAD Sopot-Sopot	str.Ivan Vazov,1		4330	Sopot	Bulgaria	126	VMZ  EAD Sopot-Sopot	BG-P27	2008-11-30					str.Ivan Vazov,1		4330	Sopot	BG			20-Combustion of fuels	IVAN STOENTCHEV	str.Zemedelska,29		4300	Karlovo	BG						10381	13997	13997	14268	5765	12296	7103	12296	5483	12820	3004	3267	2973	3210	5957	6305	7316	6189		6072		5953		5833		5713		
Bulgaria	100-Holding Account	VMZ EAD Sopot-Iganovo 	127	129007111	open	Account holder	VMZ EAD Sopot-Iganovo	str.Ivan Vazov,1		4330	Sopot	Bulgaria	127	VMZ EAD  Sopot -Iganovo	BG-P26	2008-11-30					str.Ivan Vazov,1		4330	Sopot	BG			20-Combustion of fuels	IVAN STOENCHEV	str.Zemedelska,29		4300	Karlovo	BG						4057	5296	5296	5398	3219	4652	1271	4652	963	4851	576	744	189	0	734	0	783	0		0		0		0		0		
Bulgaria	100-Holding Account	F  Asenova crepost  AD 	128	115012041	closed	Account holder	F  Asenova crepost  AD	str.Ivan Vazov,2		4230	Asenovgrad	Bulgaria	128	F Asenova crepost AD	BG-P4	2008-11-30	2012-02-27				str.Ivan Vazov,2		4230	Asenovgrad	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC	Zoya Todorova	str.Kniaz Alexander Batemberg,49		4230	Asenovgrad	BG						809	847	847	863	287	0	Not Reported	0		0																		
Bulgaria	100-Holding Account	Biser Oliva AD 	129	12303659	closed	Account holder	Biser Oliva AD	quartier Industrialen		6000	Stara Zagora	Bulgaria	129	Biser Oliva	BG-P145	2009-05-18	2013-07-31		Biser Oliva		quartier Industrialen		6000	sTARA zAGORA	BG			2-Mineral oil refineries													138	138	1384	281	1193	261	1193	456	1244	685																	
Bulgaria	100-Holding Account	NEOCHIM PLC 	130	836144932	open	Account holder	NEOCHIM PLC	Iztochna Industrialna zona		6403	Dimitrovgrad	Bulgaria	130	NEOCHIM	BG-P144	2009-05-18					Iztochna Industrialna zona		6403	Dimitrovgrad	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC	DIMITAR DIMITROV	Himikokombinatska		6403	Dimitrovgrad	BG							257832	257832	262815	142646	226496	181289	226498	291974	236151	228763	533961	542959	524686	597598	515302	753748	505822		496238		486560		476763		466932		
Bulgaria	100-Holding Account	Gard invest Ltd 	131	115053789	open	Account holder	Gard invest Ltd	Oranjerien komplex		4150	Rakovski	Bulgaria	131	Oranjeriyen kompleks	BG-P142	2009-05-18					str.Oranjerien komplex		4150	Rakovski	BG			20-Combustion of fuels	Stoyan Berberov	Zlatio Boiadjiev		4000	Plovdiv	BG							6819	6819	6951	6515	5990	5231	5990	6222	6246	558	0	1288	0	2185	1973	1046	863		743		628		516		408		
Bulgaria	100-Holding Account	Keramika - 98 OOD 	132	110046997	closed	Account holder	Keramika - 98 OOD	bul.Bulgaria 9		5570	Letniza	Bulgaria	132	Keramika - 98 OOD	BG-P96	2009-05-18	2012-04-27				bul.Bulgaria 9		5570	Letniza	BG			6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces	Ivan Denchev	bul.Bulgaria 9		5570	Letniza	BG							628	628	640	0	552	0	552	0	0	Not Reported																	
Bulgaria	100-Holding Account	Izida-1894 EOOD 	133	131447722	closed	Account holder	Izida-1894 EOOD	str.Slavianska13		1000	Sofia	Bulgaria	133	Izida-1894 EOOD	BG-P42	2007-05-19	2012-05-08				Bulgaria		2100	Elin Pelin	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC	Mehmet Ahmet	str.Slavianska13		1000	Sofia	BG								0		Not Reported		Not Reported	0	Not Reported																			
Bulgaria	100-Holding Account	Kamibo OOD TP Himenergo 	134	131157890	closed	Account holder	Kamibo OOD TP Himenergo	quartierNadejda,b.155,en.B,ap.71		1220	Sofia	Bulgaria	134	TP Himenergo	BG-P23	2009-05-19	2012-05-08				Iztochna promichlena zona		3000	Vraza	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC	Kameliya Shushkova	Iztochna promichlena zona		3000	Vraza	BG								0		0		0	0	Not Reported																			
Bulgaria	100-Holding Account	Budeshte Butovo AD 	135	104054402	open	Account holder	Budeshte Butovo AD	village Butovo		5232	Veliko Tarnovo	Bulgaria	135	Budeshte Butovo AD	BG-P141	2009-05-19					village Butovo		5232	Veliko Tarnovo	BG			32-Manufacture of ceramics	Svetoslav Devedgiev	ul. 'Kap. Andreev' № 29, et. 5		1000	Sofia	BG							8557	8557	8722	6884	7517	3738	7517	2123	7837	1947	2311	3446	2271	4446	4461	3565	4379		4296		4212		4127		4042		
Bulgaria	100-Holding Account	Rafinery Plama EAD 	136	200608912	open	Account holder	Rafinery Plama EAD	Str. Republikanska 46		6600	Kardjali	Bulgaria	136	Rafinery Plama	BG-P146	2009-05-19					Zapadna Industrialna zona		5800	Pleven	BG			21-Refining of mineral oil	Rosen Sofroniev	Str. Sergey Rumyancev 32, ap. 4		5800	Pleven	BG								0		0		0	0	0		0		0		0		0											
Bulgaria	100-Holding Account	AEC Kozloduy EAD 	137	106513772	open	Account holder	AEC Kozloduy EAD	Bulgaria		3321	Kozloduy	Bulgaria	137	AEC Kozloduy	BG-P143	2009-05-19					Bulgaria		3321	Kozloduy	BG			20-Combustion of fuels	Miroslav Manolov	Bulgaria		3321	Kozloduy	BG							330	330	330	345	330	315	330	369	330	290		230		356		391											
Bulgaria	100-Holding Account	''STARTKERAMIK' OOD 	143	104600965	closed	Account holder	''STARTKERAMIK' OOD	str.'Chetirdest i sedma' 7		5248	Mihalci	Bulgaria	143	Startkeramik	BG-P140	2008-11-30	2013-08-14				str.'Chetirdest i sedma' 7		5248	Mihalci	BG			1-Combustion installations with a rated thermal input exceeding 20 MW	Snezhana Yordanova	str.'Em. Stanev' 1		5000	Veliko Tarnovo	BG							2328	2328	0	0	0	0	511	511	648	1050																	
Bulgaria	100-Holding Account	'Blagoevgrad BT' 	144	811154751	open	Account holder	'Blagoevgrad BT'	str. 'Pokrvnishko shose' 1		2700	Blagoevgrad	Bulgaria	144	Blagoevgrad BT	BG-P148	2008-12-31					str. 'Pokrvnishko shose' 1		2700	Blagoevgrad	BG			20-Combustion of fuels	Vladimir Tsvetanov	25 Melnik Str		2700	Blagoevgrad	BG							0		9756	9756	9721	9392	9721	7281	10136	7638	5430	5960	4860	5883	4304	5949	3766		3244		2739		2251		1781		
Bulgaria	100-Holding Account	KZ Razdelna 	145	103797965	closed	Account holder	KZ Razdelna	Razdelna		9153	Razdelna	Bulgaria	145	KZ Razdelna	BG-P149	2008-12-31	2014-08-07				Razdelna		9153	Razdelna	BG			32-Manufacture of ceramics	Rumen Roev	str.'Roza' 23 A, et. 2, ap. 6		9010	Varna	BG							0		2976	2976	5179	1329	5179	113	5399	45	0	0	0	Not Reported	0		0		0		0		0		0		
Bulgaria	100-Holding Account	Greens LTD 	146	115549550	open	Account holder	Greens LTD	str.'Perunika' 27		4270	Parvomai	Bulgaria	146	Greens	BG-P153	2008-12-10					str.'Perunika' 27		4270	Parvomai	BG			20-Combustion of fuels	Yordan Balabanov	str.'Perunika' 27		4270	Parvomai	BG							0		4598	4598	8079	4991	8079	6924	8423	8218	3733	3425	3341	4400	2960	714	647		558		471		387		306		
Bulgaria	100-Holding Account	Alt Ko AD 	147	BG831268	closed	Account holder	Alt Ko AD	str.Persenk 10		1320	Sofia	Bulgaria	147	Oranjeria Kresna	BG-P154	2010-01-01	2015-08-14				Kresna,Zavoia		2840	Kresna	BG			20-Combustion of fuels	Plamen Sapouundjiev	Bul.Kniaz Boris I ,24,et.7,ap.23		1463	Sofia	BG							0		0		9992	9992	11216	6801	11985	5696	4505	5020	4031	5068	3571	3844	0		0		0		0		0		
Bulgaria	100-Holding Account	Rodna Industria 91 	148	835015265	open	Account holder	Rodna Industria 91	Bul. Bulgaria 108		7800	Popovo	Bulgaria	148	Rodna Industria 91	BG-P156	2010-12-31					Bul. Bulgaria 219		7800	Popovo	BG			32-Manufacture of ceramics	Vesselin Vassilev	str. Kalomenska 16		7800	Popovo	BG							0		0		0		8301	620	11547	3140	3220	3822	4393	3739	4948	3487	4856		4765		4672		4578		4483		
Bulgaria	100-Holding Account	Runo-Kazanlak EAD 	149	123643298	open	Account holder	Runo-Kazanlak EAD	str. Manyo Staynov 4		6100	Kazanlak	Bulgaria	149	Runo-Kazanlak	BG-P155	2010-12-31					str. Manyo staynov 4		6100	Kazanlak	BG			20-Combustion of fuels	Kostadin Kostadinov	str. Manyo Staynov 4		6100	Kazanlak	BG							0		0		2676	2676	2463	2908	2568	2065	2637	1853	2591	1969	2544	2134	2498		2450		2403		2354		2306		
Bulgaria	100-Holding Account	Nikom 97 	150	104069692	open	Account holder	Nikom 97	bul.Vassil Levski 15, et.10		5000	Veliko Tarnovo	Bulgaria	150	Nikom-97	BG-P15	2010-12-31					bul.Vassil Levski 15, et.10		5000	Veliko Tarnovo	BG			32-Manufacture of ceramics	Sava Shopov	bul.Vassil Levski 15, et.10		5000	Veliko Tarnovo	BG							0		0		0		0	513	10400	1409	1433	1283	1408	406	1383	1303	1619		1589		1558		1526		1495		
Bulgaria	100-Holding Account	SMA Mineral Burgas Var Ltd 	151	000065763	open	Account holder	SMA Mineral Burgas Var Ltd	Bul. Stefan Stambolov 120		8000	Burgas	Bulgaria	151	SMA Mineral Burgas Var Ltd. - Burgas	BG-P157	2011-07-01					q. Pobeda, Chataldja 52 str.		8002	Burgas	BG			30-Production of lime, or calcination of dolomite/magnesite	Mirotsveta Tsankova	k-s 'Izgrev', bl.15, vh.2, et.1, ap.1		8000	Burgas	BG							0		0		0		0	8428	37745	19511	025909*****	25760	025458*****	21634	025007*****	21869	024557*****		024106*****		023655*****		023204*****		022753*****		
Bulgaria	100-Holding Account	AES-3C Maritza East 1 	152	123533834	open	Account holder	AES-3C Maritza East 1	Galabovo		6280	Galabovo	Bulgaria	152	TPP AES-3C Maritza East 1	BG-P135	2011-01-01					Galabovo		6280	Galabovo	BG			20-Combustion of fuels													0		0		0		3442912	2426462	3000000	4115723	01340735****	3359813	01149201****	3030493	0957668****	4187675											
Bulgaria	100-Holding Account	V&amp;VGD Greenhouse Petrich Ltd 	153	811202228	open	Account holder	V&amp;VGD Greenhouse Petrich Ltd	Shoseto za Sofia		2850	Petrich	Bulgaria	153	V&amp;VGD Greenhouse Petrich Ltd	BG-P158	2011-01-01					Shoseto za Sofia		2850	Petrich	BG			20-Combustion of fuels	Frona Aleksova	quartier Tzar Samuil ,bat.29		2850	Petrich	BG							0		0		0		14355	14356	47955	25131	16783	37478	15019	18971	13305	2620	11646		10038		8484		6979		5527		
Bulgaria	100-Holding Account	Polysan 	201534	117693631	open	Account holder	Polysan	str. Pridunavski boulevard 18		7000	Ruse	Bulgaria	201534	Polysan	BG-P160	2012-05-01					bul. Tutracan 100		7000	Ruse	BG			21-Refining of mineral oil	Lozarov																				1358	1937	1672	2380	1496	3609	1326	4515	1160		999		844		693		548		
Bulgaria	100-Holding Account	Keros Bulgaria EAD 	202843	131404117	open	Account holder	Keros Bulgaria EAD	str. Sveti Spiridon 11		7000	Ruse	Bulgaria	202843	Keros Bulgaria	BG-P161	2012-05-10					str. Sveti Spiridon 11		7000	Ruse	BG			32-Manufacture of ceramics	Stoyanov																				9325	12413	12939	17496	12714	16842	12487	15974	12257		12025		11791		11552		11315		
Bulgaria	100-Holding Account	Lukoil Energy &amp; Gas Bulgaria EOOD 	202072	147221330	open	Account holder	Lukoil Energy &amp; Gas Bulgaria EOOD	Industrial zone Lukoil Neftochim Burgas		8000	Burgas	Bulgaria	202072	Lukoil Energy &amp; Gas Bulgaria	BG-P152	2012-01-26					Industrial zone Lukoil Neftochim Bourgas		8000	Burgas	BG			20-Combustion of fuels	Chiflishki																					258185	21360331000****	245160	19116283715****	208208	16934236429****	257765	7411		6388		5398		4441		3517		
Bulgaria	100-Holding Account	INDUSTRIAL SOLUTIONS BULGARIA Ltd. 	202192	203240020	open	Account holder	INDUSTRIAL SOLUTIONS BULGARIA Ltd.	bul. 'Bylgaria' 49B, vh.A		1404	Sofia	Bulgaria	202192	Technogips JSC	BG-P164	2013-01-03					Mestnost Bozalacite 2		6265	Village Kovachevo	BG			34-Production or processing of gypsum or plasterboard	Radka Nedyalkova	ul. 'Mitio Stanev' 3, vh. B, et. 2, ap.4		6260	Radnevo	BG																	6404512*****	9911	7866629*****	11983	7725618*****	13955	7583607*****		7439595*****		7294584*****		7147573*****		7000562*****		
Bulgaria	100-Holding Account	Knauf Bulgaria EOOD 	202233	831430730	open	Account holder	Knauf Bulgaria EOOD	str. Angelov vrach 27	Mednikarovo, Galabovo	1618	Sofia	Bulgaria	202233	Zavod za gipsovi ploskosti Knauf Maritza	BG-P166	2013-01-02					village Mednikarovo		6294	village Mednikarovo	BG			34-Production or processing of gypsum or plasterboard	Dinev																						021155*****	23195	025984*****	20371	025524*****	20420	025064*****		024603*****		024143*****		023684*****		023223*****		
Bulgaria	100-Holding Account	Petroceltic Bulgaria EOOD 	202492	040183342	open	Account holder	Petroceltic Bulgaria EOOD	str. Marko Balabanov 32		9000	Varna	Bulgaria	202492	Galata Compressor Station	BG-P165	2013-01-02					q. Galata, District Asparuhovo		9000	Varna	BG			20-Combustion of fuels	Vanya Gerova	ul. 'Marko Balabanov' 32		9000	Varna	BG																	020477*****	22867	035811*****	32806	039365*****	37398	038656*****		037947*****		037237*****		036527*****		035817*****		
Bulgaria	100-Holding Account	Melgi EOOD 	202758	130196145	closed	Account holder	Melgi EOOD	str. 9-ta 21		1839	Sofia	Bulgaria	202758	Oranzherii Melgi EOOD - Marten	BG-P163	2013-01-02	2015-11-12				city Marten, Municipality Ruse		7058	Marten	BG			20-Combustion of fuels	Georgiev																						827	571	741	193	0	314	0		0		0		0		0		
Bulgaria	100-Holding Account	Tamara 2009 OOD 	203535	200633730	open	Account holder	Tamara 2009 OOD	str. Bulgarska legia 36	str. Akad. Boris Stefanov 20	1618	Sofia	Bulgaria	203535	Instalacia za proizvodstvo na negasena var	BG-P159	2011-12-22					Padinata		2235	village Opiacvet	BG			28-Production or processing of non-ferrous metals	Asenova																					10209	040106*****	36747	039408*****	37004	038710*****	34856	038012*****		037315*****		036617*****		035919*****		035221*****		
Bulgaria	100-Holding Account	Oranzherii - Gimel II EOOD 	203776	831915153	closed	Account holder	Oranzherii - Gimel II EOOD	q. Vrajdebna, str. 2-ra 26 A		1839	Sofia	Bulgaria	203776	Oranzherii - Gimel II EOOD	BG-P162	2013-01-03	2015-09-04				str. Vassil Aprilov 17		5900	Levski	BG			20-Combustion of fuels	Georgiev																						3670	2693	3284	6929	2909	3489	0		0		0		0		0		
Bulgaria	100-Holding Account	Oranzherii Gimel AD, 200 dka 	203779	175479761	closed	Account holder	Oranzherii Gimel AD, 200 dka	q. Vrajdebna, str. 2-ra 26 A		1839	Sofia	Bulgaria	203779	Oranzherii Gimel AD, area 200 dka	BG-P167	2013-03-15	2015-11-12				area of v. Bratanitsa		4485	v. Bratanitsa	BG			20-Combustion of fuels	Georgiev																						6081	14449	5441	16842	4820	14001	0		0		0		0		0		
Bulgaria	100-Holding Account	Oranzherii Gimel AD, 500 dka 	203780	175479761	closed	Account holder	Oranzherii Gimel AD, 500 dka	q. Vrajdebna, str. 2-ra 26A		1839	Sofia	Bulgaria	203780	Oranzherii Gimel AD, area 500 dka	BG-P168	2013-03-15	2015-11-12				area of v. Mokrishte		4408	v. Mokrishte	BG			20-Combustion of fuels	Georgiev																						4390	13196	3929	13833	3480	9992	0		0		0		0		0		
Bulgaria	100-Holding Account	Solvay Sodi JSCo 	205061	813109388	open	Account holder	Solvay Sodi JSCo	Promishlena Zona Yug		9160	Devnya	Bulgaria	205061	Solvay Sodi JSCo	BG-P170	2013-07-17					Promishlena zona Jug		9160	Devnya	BG			44-Production of soda ash and sodium bicarbonate	Ivanov																						1131354	492495	1111703	558406	1091821	537133	1071732		1051427		1030924		1010165		989335		
Bulgaria	100-Holding Account	Roca Bulgaria Jsc 	205828	837066162	open	Account holder	Roca Bulgaria Jsc	str. Madarski konnik 48		9930	Kaspichan	Bulgaria	205828	Roca Bulgaria Jsc	BG-P172	2013-11-18					str. Madarski konnik 48		9930	Kaspichan	BG			32-Manufacture of ceramics	Daniela Vasileva	ul. 'Madarski konnik' 48		9930	Kaspichan	BG																	03012*****	2780	012002*****	13330	014407*****	13157	014183*****		013923*****		013662*****		013402*****		013141*****		
Bulgaria	100-Holding Account	BULGARIAN SUGAR COMPANY EOOD 	206125	121215256	open	Account holder	BULGARIAN SUGAR COMPANY EOOD	Kameno		8120	Burgas	Bulgaria	206125	Burgaski zaharen kombinat	169	2013-12-29					Kameno		8120	Bourgas	BG			20-Combustion of fuels	Milkinova																						4934	16710	8908	0	0	0	0		0		0		0		0		
Bulgaria	100-Holding Account	Velpa-91 AD 	206272	104004627	open	Account holder	Velpa-91 AD	Gladston 36		5150	Strajitza	Bulgaria	206272	Velpa 91 AD	BG-P171	2013-09-17					Gladston 36		5150	Strajitza	BG			36-Production of paper or cardboard	Stoeva																						0978*****	1359	03338*****	4793	03244*****	4487	03152*****		03061*****		02971*****		02883*****		02795*****		
Bulgaria	100-Holding Account	'Harmanlyiska keramika' JSC 	206950	836145009	open	Account holder	'Harmanlyiska keramika' JSC	ul. 'Treti mart' 14		6450	Harmanli	Bulgaria	206950	Harmanlyiska keramika	BG-P173	2014-05-28					Treti mart 14		6450	Harmanli	BG			32-Manufacture of ceramics	Krum Krumov																								03973*****	4861	06844*****	6282	06721*****		06598*****		06474*****		06350*****		06227*****		
